GENE NAME,Enzyme or Protein,GENE NAME/GENE/ENZYME PROTEIN,KO classification,Metabolism/other,Top Pathway
SLIV_22275,pobA; p-hydroxybenzoate hydroxylase,D      SLIV_22275 pobA; p-hydroxybenzoate hydroxylase,K00481 pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_31250,4-hydroxybenzoate 3-monooxygenase,D      SLIV_31250 4-hydroxybenzoate 3-monooxygenase,K00481 pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04575,fatty oxidation protein,D      SLIV_04575 fatty oxidation protein,K01782 fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04850,fatty acid oxidative multifunctional enzyme,D      SLIV_04850 fatty acid oxidative multifunctional enzyme,K01782 fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_28995,gcdH; Glutaryl-CoA dehydrogenase,D      SLIV_28995 gcdH; Glutaryl-CoA dehydrogenase,K00252 GCDH; glutaryl-CoA dehydrogenase [EC:1.3.8.6],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_11210,enoyl-CoA hydratase,D      SLIV_11210 enoyl-CoA hydratase,K01692 paaF; enoyl-CoA hydratase [EC:4.2.1.17],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_06050,oxidoreductase,D      SLIV_06050 oxidoreductase,K00074 paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_11570,hbd; 3-hydroxybutyryl-CoA dehydrogenase,D      SLIV_11570 hbd; 3-hydroxybutyryl-CoA dehydrogenase,K00074 paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_19105,3-hydroxybutyryl-CoA dehydrogenase,D      SLIV_19105 3-hydroxybutyryl-CoA dehydrogenase,K00074 paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_29770,fadB2; 3-hydroxybutyryl-CoA dehydrogenase,D      SLIV_29770 fadB2; 3-hydroxybutyryl-CoA dehydrogenase,K00074 paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04580,Putative acyltransferase,D      SLIV_04580 Putative acyltransferase,K00626 ACAT; acetyl-CoA C-acetyltransferase [EC:2.3.1.9],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04855,Putative acyltransferase,D      SLIV_04855 Putative acyltransferase,K00626 ACAT; acetyl-CoA C-acetyltransferase [EC:2.3.1.9],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_11500,putative acetyl-CoA acetyltransferase,D      SLIV_11500 putative acetyl-CoA acetyltransferase,K00626 ACAT; acetyl-CoA C-acetyltransferase [EC:2.3.1.9],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_15765,acetyl-CoA acetyltransferase,D      SLIV_15765 acetyl-CoA acetyltransferase,K00626 ACAT; acetyl-CoA C-acetyltransferase [EC:2.3.1.9],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_22300,"paaJ; 3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuber","D      SLIV_22300 paaJ; 3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoAthiolase",K00626 ACAT; acetyl-CoA C-acetyltransferase [EC:2.3.1.9],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_00627 ,Aminobenzoate degradation [PATH:slv00627],C    00627 Aminobenzoate degradation [PATH:slv00627],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_01310,amidase,D      SLIV_01310 amidase,K01426 E3.5.1.4; amidase [EC:3.5.1.4],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_06435,secreted amidase,D      SLIV_06435 secreted amidase,K01426 E3.5.1.4; amidase [EC:3.5.1.4],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_10595,acylphosphatase,D      SLIV_10595 acylphosphatase,K01512 acyP; acylphosphatase [EC:3.6.1.7],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02125,mdlC; Benzoylformate decarboxylase,D      SLIV_02125 mdlC; Benzoylformate decarboxylase,K01576 mdlC; benzoylformate decarboxylase [EC:4.1.1.7],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02130,xylC; Benzaldehyde dehydrogenase [NAD(+)],D      SLIV_02130 xylC; Benzaldehyde dehydrogenase [NAD(+)],K00141 xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_15815,putative aromatic acid decarboxylase,D      SLIV_15815 putative aromatic acid decarboxylase,K03186 ubiX; flavin prenyltransferase [EC:2.5.1.129],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_08700,fatty acid-CoA ligase,D      SLIV_08700 fatty acid-CoA ligase,K08295 abmG; 2-aminobenzoate-CoA ligase [EC:6.2.1.32],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_08715,salicylyl-CoA 5-hydroxylase,D      SLIV_08715 salicylyl-CoA 5-hydroxylase,K09461 E1.14.13.40; anthraniloyl-CoA monooxygenase [EC:1.14.13.40],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_11210,enoyl-CoA hydratase,D      SLIV_11210 enoyl-CoA hydratase,K01692 paaF; enoyl-CoA hydratase [EC:4.2.1.17],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00364 Fluoro,benzoate degradation [PATH:slv00364],C    00364 Fluorobenzoate degradation [PATH:slv00364],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02510,hydrolase,D      SLIV_02510 hydrolase,K01061 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_17295,dienelactone hydrolase family hydrolase,D      SLIV_17295 dienelactone hydrolase family hydrolase,K01061 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00625 Chloro,alkane and chloroalkene degradation [PATH:slv,C    00625 Chloroalkane and chloroalkene degradation [PATH:slv00625],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02495,oxidoreductase,D      SLIV_02495 oxidoreductase,"K13953 adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_36900,Alcohol dehydrogenase,D      SLIV_36900 Alcohol dehydrogenase,"K13953 adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_29215,alcohol dehydrogenase,D      SLIV_29215 alcohol dehydrogenase,K00121 frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_03580,3-succinoylsemialdehyde-pyridine dehydrogena,D      SLIV_03580 3-succinoylsemialdehyde-pyridine dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_13810,Aldehyde dehydrogenase 5,D      SLIV_13810 Aldehyde dehydrogenase 5,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_20670,Putative aldehyde dehydrogenase,D      SLIV_20670 Putative aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_29210,aldehyde dehydrogenase,D      SLIV_29210 aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_18130,fdhA; Glutathione-independent formaldehyde d,D      SLIV_18130 fdhA; Glutathione-independent formaldehyde dehydrogenase,K00148 fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_03270,hydrolase,D      SLIV_03270 hydrolase,K01561 dehH; haloacetate dehalogenase [EC:3.8.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_33425,Fluoroacetate dehalogenase,D      SLIV_33425 Fluoroacetate dehalogenase,K01561 dehH; haloacetate dehalogenase [EC:3.8.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_35920,"haloacid dehalogenase, type II","D      SLIV_35920 haloacid dehalogenase, type II",K01560 E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00361 Chloro,cyclohexane and chlorobenzene degradation [PA,C    00361 Chlorocyclohexane and chlorobenzene degradation [PATH:slv00361],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02510,hydrolase,D      SLIV_02510 hydrolase,K01061 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_17295,dienelactone hydrolase family hydrolase,D      SLIV_17295 dienelactone hydrolase family hydrolase,K01061 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_35920,"haloacid dehalogenase, type II","D      SLIV_35920 haloacid dehalogenase, type II",K01560 E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_03270,hydrolase,D      SLIV_03270 hydrolase,K01561 dehH; haloacetate dehalogenase [EC:3.8.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_33425,Fluoroacetate dehalogenase,D      SLIV_33425 Fluoroacetate dehalogenase,K01561 dehH; haloacetate dehalogenase [EC:3.8.1.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00623 Toluen,e degradation [PATH:slv00623],C    00623 Toluene degradation [PATH:slv00623],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04610,zinc-binding alcohol dehydrogenase,D      SLIV_04610 zinc-binding alcohol dehydrogenase,K00055 E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_06215,alcohol dehydrogenase,D      SLIV_06215 alcohol dehydrogenase,K00055 E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_32875,aryl-alcohol dehydrogenase,D      SLIV_32875 aryl-alcohol dehydrogenase,K00055 E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02130,xylC; Benzaldehyde dehydrogenase [NAD(+)],D      SLIV_02130 xylC; Benzaldehyde dehydrogenase [NAD(+)],K00141 xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02510,hydrolase,D      SLIV_02510 hydrolase,K01061 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_17295,dienelactone hydrolase family hydrolase,D      SLIV_17295 dienelactone hydrolase family hydrolase,K01061 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00622 Xylene,degradation [PATH:slv00622],C    00622 Xylene degradation [PATH:slv00622],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04610,zinc-binding alcohol dehydrogenase,D      SLIV_04610 zinc-binding alcohol dehydrogenase,K00055 E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_06215,alcohol dehydrogenase,D      SLIV_06215 alcohol dehydrogenase,K00055 E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_32875,aryl-alcohol dehydrogenase,D      SLIV_32875 aryl-alcohol dehydrogenase,K00055 E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02130,xylC; Benzaldehyde dehydrogenase [NAD(+)],D      SLIV_02130 xylC; Benzaldehyde dehydrogenase [NAD(+)],K00141 xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_14925,hypothetical protein,D      SLIV_14925 hypothetical protein,K01821 praC; 4-oxalocrotonate tautomerase [EC:5.3.2.6],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00633 Nitrot,oluene degradation [PATH:slv00633],C    00633 Nitrotoluene degradation [PATH:slv00633],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_01380,oxidoreductase,D      SLIV_01380 oxidoreductase,K10680 nemA; N-ethylmaleimide reductase [EC:1.-.-.-],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00642 Ethylb,enzene degradation,C    00642 Ethylbenzene degradation,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_08010,acetyl-coa acetyltransferase,D      SLIV_08010 acetyl-coa acetyltransferase,K00632 fadA; acetyl-CoA acyltransferase [EC:2.3.1.16],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_31170,fadA; 3-ketoacyl-CoA thiolase,D      SLIV_31170 fadA; 3-ketoacyl-CoA thiolase,K00632 fadA; acetyl-CoA acyltransferase [EC:2.3.1.16],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00643 Styren,e degradation [PATH:slv00643],C    00643 Styrene degradation [PATH:slv00643],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_29170,"hmgA; Homogentisate 1,2-dioxygenase","D      SLIV_29170 hmgA; Homogentisate 1,2-dioxygenase","K00451 HGD; homogentisate 1,2-dioxygenase [EC:1.13.11.5]",Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_15370,fumarylacetoacetase,D      SLIV_15370 fumarylacetoacetase,K01555 FAH; fumarylacetoacetase [EC:3.7.1.2],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_01310,amidase,D      SLIV_01310 amidase,K01426 E3.5.1.4; amidase [EC:3.5.1.4],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_06435,secreted amidase,D      SLIV_06435 secreted amidase,K01426 E3.5.1.4; amidase [EC:3.5.1.4],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00791 Atrazi,ne degradation,C    00791 Atrazine degradation,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_10875,ureC2; Urease subunit alpha 2,D      SLIV_10875 ureC2; Urease subunit alpha 2,K01428 ureC; urease subunit alpha [EC:3.5.1.5],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_31625,ureC1; Urease subunit alpha 1,D      SLIV_31625 ureC1; Urease subunit alpha 1,K01428 ureC; urease subunit alpha [EC:3.5.1.5],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_31620,ureB; Urease subunit beta,D      SLIV_31620 ureB; Urease subunit beta,K01429 ureB; urease subunit beta [EC:3.5.1.5],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_31615,ureA; Urease subunit gamma,D      SLIV_31615 ureA; Urease subunit gamma,K01430 ureA; urease subunit gamma [EC:3.5.1.5],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_10880,ureAB; Urease subunit gamma/beta,D      SLIV_10880 ureAB; Urease subunit gamma/beta,K14048 ureAB; urease subunit gamma/beta [EC:3.5.1.5],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00930 Caprol,actam degradation [PATH:slv00930],C    00930 Caprolactam degradation [PATH:slv00930],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_35325,gluconolactonase,D      SLIV_35325 gluconolactonase,K01053 gnl; gluconolactonase [EC:3.1.1.17],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_28360,aldehyde dehydrogenase,D      SLIV_28360 aldehyde dehydrogenase,K14519 aldH; NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_11210,enoyl-CoA hydratase,D      SLIV_11210 enoyl-CoA hydratase,K01692 paaF; enoyl-CoA hydratase [EC:4.2.1.17],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04575,fatty oxidation protein,D      SLIV_04575 fatty oxidation protein,K01782 fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_04850,fatty acid oxidative multifunctional enzyme,D      SLIV_04850 fatty acid oxidative multifunctional enzyme,K01782 fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_20695,esterase,D      SLIV_20695 esterase,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
,,,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00363 Bisphe,nol degradation,C    00363 Bisphenol degradation,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00621 Dioxin,degradation,C    00621 Dioxin degradation,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_14925,hypothetical protein,D      SLIV_14925 hypothetical protein,K01821 praC; 4-oxalocrotonate tautomerase [EC:5.3.2.6],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00626 Naphth,alene degradation [PATH:slv00626],C    00626 Naphthalene degradation [PATH:slv00626],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_02495,oxidoreductase,D      SLIV_02495 oxidoreductase,"K13953 adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_36900,Alcohol dehydrogenase,D      SLIV_36900 Alcohol dehydrogenase,"K13953 adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_29215,alcohol dehydrogenase,D      SLIV_29215 alcohol dehydrogenase,K00121 frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00624 Polycy,clic aromatic hydrocarbon degradation,C    00624 Polycyclic aromatic hydrocarbon degradation,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_05010,"protocatechuate 3,4-dioxygenase, alpha subun","D      SLIV_05010 protocatechuate 3,4-dioxygenase, alpha subunit","K00448 pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_05005,"pcaH; Protocatechuate 3,4-dioxygenase beta c","D      SLIV_05005 pcaH; Protocatechuate 3,4-dioxygenase beta chain","K00449 pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]",Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00365 Furfur,al degradation,C    00365 Furfural degradation,,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
00984 Steroi,d degradation [PATH:slv00984],C    00984 Steroid degradation [PATH:slv00984],,Metabolism,B  09111 Xenobiotics biodegradation and metabolism
SLIV_14455,choD; Cholesterol oxidase,D      SLIV_14455 choD; Cholesterol oxidase,K03333 choD; cholesterol oxidase [EC:1.1.3.6],Metabolism,B  09111 Xenobiotics biodegradation and metabolism
